Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,RainTomorrow
04-02-2011,Albury,22.5,28.2,2.6,nan,nan,WNW,81,S,SE,4,9,80,99,1012.7,1011.1,nan,8,24.8,23.4,Yes,99.2,Yes
05-02-2011,Albury,20.4,23,99.2,nan,nan,NW,28,NE,NW,11,4,97,95,1008.6,1007.3,5,8,22.5,22.5,Yes,51,Yes
06-02-2011,Albury,14.7,21.5,51,nan,nan,WSW,43,WNW,W,19,22,81,45,1017,1019.6,8,nan,14.7,19.1,Yes,0,No
07-02-2011,Albury,10.8,25.5,0,nan,nan,SSE,26,SSE,WNW,15,7,58,40,1023.6,1019.5,nan,nan,14.5,23.9,No,0,No
08-02-2011,Albury,13.4,27.3,0,nan,nan,SE,22,ESE,SE,7,11,66,50,1018.7,1016.6,nan,nan,18.5,26.4,No,0,No
09-02-2011,Albury,15,29.4,0,nan,nan,NNE,20,S,E,6,9,66,43,1022,1019.8,nan,nan,18.7,27.1,No,0,No
10-02-2011,Albury,17,29.7,0,nan,nan,N,28,SSE,ENE,9,17,79,55,1020.1,1016.1,2,nan,19.8,27.9,No,39.8,Yes
11-02-2011,Albury,19.8,24.8,39.8,nan,nan,SW,54,NE,NNW,15,9,98,94,1013.4,1011.5,8,8,20.4,22,Yes,28.2,Yes
12-02-2011,Albury,18.7,28.5,28.2,nan,nan,WNW,28,W,WNW,7,19,88,57,1014.2,1012.9,8,4,19.6,28.2,Yes,0,No
13-02-2011,Albury,15.1,28.6,0,nan,nan,SSE,24,SSE,S,11,7,73,50,1017.6,1016.5,nan,nan,20.6,27.6,No,0,No
14-02-2011,Albury,14.5,29.2,0,nan,nan,ENE,20,E,E,6,9,57,45,1022.2,1019.9,nan,nan,19.4,27.6,No,0,No
15-02-2011,Albury,16.4,28,0,nan,nan,ESE,24,ESE,N,7,9,69,40,1022.3,1018.6,nan,nan,20.5,26.7,No,0.2,No
16-02-2011,Albury,18.9,22,0.2,nan,nan,ENE,31,nan,NE,0,13,80,85,1017.6,1016.1,8,nan,20.7,20.6,No,5.8,Yes
17-02-2011,Albury,18.9,29.2,5.8,nan,nan,ESE,30,nan,SSE,0,4,90,55,1012.9,1010.8,8,5,19.9,28.1,Yes,0,No
18-02-2011,Albury,19.3,30.7,0,nan,nan,ESE,52,SE,E,13,15,68,51,1013.7,1010.3,1,1,22,30.4,No,12.2,Yes
19-02-2011,Albury,21.7,29,12.2,nan,nan,NNE,59,N,NW,17,20,91,67,1005.2,1004.5,nan,8,22.1,27.4,Yes,12.8,Yes
20-02-2011,Albury,16.7,25.7,12.8,nan,nan,WNW,43,WSW,WNW,13,26,80,50,1010.1,1009.7,8,5,19.4,25.2,Yes,0,No
21-02-2011,Albury,10.1,22.5,0,nan,nan,W,41,WSW,W,19,20,62,40,1015.2,1015.2,nan,nan,13.6,21.7,No,0,No
22-02-2011,Albury,12.3,25.2,0,nan,nan,SW,69,SSE,SSW,15,9,53,43,1022.1,1020.5,nan,nan,15,23.2,No,0.2,No
23-02-2011,Albury,12.6,28,0.2,nan,nan,WSW,28,ESE,W,7,11,66,43,1024,1020,nan,nan,16.8,26.7,No,0,No
24-02-2011,Albury,13.9,29.2,0,nan,nan,WSW,28,NE,WSW,2,13,76,43,1019.2,1015.5,nan,nan,18.9,27.7,No,0,No
25-02-2011,Albury,16.5,29.8,0,nan,nan,WNW,24,S,NNW,2,7,75,36,1014.1,1011.5,nan,nan,19.2,29.2,No,0,No
26-02-2011,Albury,15.6,30.9,0,nan,nan,W,33,SSE,N,6,7,70,36,1011.3,1008.6,nan,nan,19.6,30.2,No,0.2,No
27-02-2011,Albury,19.6,24.8,0.2,nan,nan,WNW,20,SSW,NE,6,7,87,87,1009.9,1009,8,8,20.4,21.1,No,11.8,Yes
28-02-2011,Albury,17.9,30,11.8,nan,nan,SE,20,SSE,ESE,7,11,85,55,1007.8,1003.7,4,7,20.4,28.5,Yes,0,No
01-03-2011,Albury,16,22.8,0,nan,nan,WSW,44,W,WSW,22,30,82,40,1006.5,1009.1,1,nan,16,21.6,No,0,No
02-03-2011,Albury,8.8,23.4,0,nan,nan,WNW,24,S,WNW,11,11,67,41,1015.8,1012.8,nan,nan,13,22.3,No,0,No
03-03-2011,Albury,8.4,22.3,0,nan,nan,WSW,37,ESE,WSW,4,22,77,45,1012.9,1011.6,nan,nan,13.4,21.3,No,0,No
04-03-2011,Albury,8.6,22.1,0,nan,nan,W,33,ENE,W,6,20,79,42,1014.3,1013.6,nan,nan,13.2,21,No,0,No
05-03-2011,Albury,11.5,25,0,nan,nan,SE,30,SSE,E,19,13,58,30,1020.6,1019.4,nan,nan,15.6,24.9,No,0,No
06-03-2011,Albury,9.6,25.3,0,nan,nan,E,22,nan,S,0,9,68,38,1025.8,1022.8,nan,nan,15,23.6,No,0,No
07-03-2011,Albury,10.6,26.6,0,nan,nan,SE,31,ESE,NNE,4,9,73,42,1023.9,1019.2,nan,nan,16.2,25.8,No,0,No
08-03-2011,Albury,11.4,28.7,0,nan,nan,NE,30,E,NNE,6,17,71,34,1017.5,1013.2,nan,2,16.8,28,No,0,No
09-03-2011,Albury,16.8,27,0,nan,nan,NNE,30,nan,NNW,0,15,61,57,1014.8,1013,2,nan,22.3,23.9,No,13.4,Yes
10-03-2011,Albury,18.7,20.8,13.4,nan,nan,N,22,ENE,ENE,9,13,92,95,1012.3,1011.9,8,8,19.8,19.6,Yes,10.2,Yes
11-03-2011,Albury,16.8,27,10.2,nan,nan,E,30,nan,SE,0,13,90,54,1015.4,1013.7,8,nan,19,26.2,Yes,0.6,No
12-03-2011,Albury,17.2,28.2,0.6,nan,nan,ENE,37,nan,NNE,0,19,88,56,1018.8,1017.1,nan,8,19.8,27,No,0.6,No
13-03-2011,Albury,19.6,29.3,0.6,nan,nan,SW,54,nan,NE,0,13,87,61,1019.8,1017.2,8,nan,21.8,28.8,No,19.8,Yes
14-03-2011,Albury,18.2,26.9,19.8,nan,nan,SSE,19,S,SE,7,7,96,61,1021.3,1019.2,7,nan,19.6,26.2,Yes,0.2,No
15-03-2011,Albury,16.3,28.4,0.2,nan,nan,E,24,SE,NE,7,11,81,56,1020.3,1017,nan,nan,19.4,26.6,No,0.4,No
16-03-2011,Albury,17.1,28.2,0.4,nan,nan,SW,30,E,W,6,19,87,37,1017.3,1015.5,7,nan,19.8,28,No,0.2,No
17-03-2011,Albury,12.1,25.9,0.2,nan,nan,WNW,22,SSW,SSE,7,7,84,51,1018.7,1016,7,nan,15.4,24.6,No,0,No
18-03-2011,Albury,12.8,26.3,0,nan,nan,SE,20,SSE,SSE,9,11,77,47,1015.4,1012.4,1,1,16.2,25.2,No,0,No
19-03-2011,Albury,13.3,27.4,0,nan,nan,NNE,24,SSE,ENE,13,15,74,43,1013.9,1010.6,nan,5,17.4,26.7,No,0,No
20-03-2011,Albury,13.9,28.1,0,nan,nan,SE,57,SE,ENE,13,9,71,46,1011.9,1008.4,nan,1,19.4,27.4,No,0,No
21-03-2011,Albury,18.2,25.9,0,nan,nan,E,30,SSE,NE,4,15,75,59,1005.4,1002.5,nan,nan,19.3,24.9,No,0,No
22-03-2011,Albury,18.6,26.8,0,nan,nan,WNW,37,nan,WNW,0,13,82,58,1001.4,1000.3,8,5,20.1,26,No,0,No
23-03-2011,Albury,16.3,20.1,0,nan,nan,W,37,NNW,WNW,15,22,76,63,1005.7,1005.3,8,8,16.4,18.4,No,8,Yes
24-03-2011,Albury,13.9,22,8,nan,nan,WNW,44,NNW,WNW,13,19,90,64,1003.7,1003.8,8,3,15.7,20.7,Yes,0,No
25-03-2011,Albury,13.3,22.1,0,nan,nan,WNW,43,W,WSW,17,17,77,49,1011.8,1012.6,3,8,14.9,20.9,No,0,No
26-03-2011,Albury,9.6,24.2,0,nan,nan,SSE,26,NNW,SE,2,4,67,43,1020.8,1019.7,nan,nan,15.1,22.7,No,0,No
27-03-2011,Albury,9.8,23,0,nan,nan,S,19,nan,S,0,7,69,47,1025.3,1023.6,nan,1,13.9,22.4,No,0,No
28-03-2011,Albury,10.2,24.7,0,nan,nan,E,20,S,ENE,2,11,81,45,1026.9,1023.8,nan,nan,14.2,23.5,No,0,No
29-03-2011,Albury,11.5,25.7,0,nan,nan,NE,26,nan,ENE,0,11,86,52,1024,1020.2,8,8,14.8,24.3,No,0,No
30-03-2011,Albury,12.3,25.8,0,nan,nan,SW,33,ESE,NW,9,6,87,55,1018.7,1015.6,5,8,15.6,24.1,No,0.2,No
31-03-2011,Albury,7.2,22.1,0.2,nan,nan,SSE,24,nan,SE,0,7,83,47,1022.8,1021.5,nan,nan,11.6,21.4,No,0,No
01-05-2011,Albury,8.7,20.4,0,nan,nan,NE,15,nan,S,0,9,81,66,1019.6,1016.3,4,8,12.8,19.5,No,0,No
02-05-2011,Albury,12.3,22.3,0,nan,nan,WNW,24,nan,SSW,0,7,90,57,1016.5,1014.3,nan,8,13.9,19.4,No,0,No
03-05-2011,Albury,9,21.9,0,nan,nan,SSE,28,nan,nan,0,0,74,46,1016.6,1014.5,5,1,14.6,21.6,No,0.6,No
04-05-2011,Albury,6.7,19,0.6,nan,nan,W,28,nan,NW,0,19,85,47,1019.6,1018,nan,nan,10.7,18.6,No,0.2,No
05-05-2011,Albury,4.4,18.1,0.2,nan,nan,SE,24,nan,E,0,6,70,42,1024.3,1022.3,nan,nan,10.8,17.8,No,0,No
06-05-2011,Albury,2.8,16.8,0,nan,nan,SSW,13,nan,SSE,0,7,76,53,1025.4,1021.5,nan,nan,8.1,15.9,No,0,No
07-05-2011,Albury,3.4,15.9,0,nan,nan,SE,17,nan,ESE,0,9,96,57,1020.7,1016,7,nan,6.2,15.7,No,0,No
08-05-2011,Albury,2.1,16.8,0,nan,nan,WNW,24,nan,WNW,0,17,94,39,1016,1013.5,8,nan,7.4,16.6,No,0,No
09-05-2011,Albury,3.8,16.1,0,nan,nan,SSE,44,ESE,SSE,7,24,60,43,1017.9,1016.8,nan,nan,11.4,15.6,No,0,No
10-05-2011,Albury,1.1,15.2,0,nan,nan,NW,26,nan,NW,0,17,69,43,1019.3,1015.3,nan,nan,7.4,14.6,No,3.6,Yes
11-05-2011,Albury,3,11,3.6,nan,nan,W,54,WNW,WNW,22,26,83,55,1010.6,1009,2,5,8,10.8,Yes,0.4,No
12-05-2011,Albury,0.2,10.1,0.4,nan,nan,WSW,24,SSW,NE,4,4,94,89,1015.3,1013.8,6,8,4.1,8.6,No,5,Yes
13-05-2011,Albury,3.8,14.1,5,nan,nan,W,35,WNW,WNW,11,20,98,74,1015,1012.3,8,6,9,13.2,Yes,1.8,Yes
14-05-2011,Albury,3.8,14.3,1.8,nan,nan,W,35,W,WSW,20,19,82,46,1020.7,1021.8,nan,7,6.8,13.6,Yes,0,No
15-05-2011,Albury,-0.7,13.7,0,nan,nan,W,15,nan,WSW,0,9,95,57,1031.5,1029.9,8,5,3.3,12.3,No,0,No
16-05-2011,Albury,0.8,11.2,0,nan,nan,W,20,SE,W,4,7,99,74,1033,1030.5,8,8,4.2,10.9,No,0,No
17-05-2011,Albury,0.5,15.8,0,nan,nan,E,15,nan,ESE,0,4,85,54,1031.8,1028.1,nan,nan,5.4,14.7,No,0,No
18-05-2011,Albury,2.3,17.9,0,nan,nan,E,20,E,ENE,7,7,99,48,1032,1029.2,1,nan,7.1,17.6,No,0,No
19-05-2011,Albury,2.7,16,0,nan,nan,S,13,nan,SSE,0,6,91,55,1031.5,1028.8,nan,nan,6.6,15.9,No,0,No
20-05-2011,Albury,4.5,18.6,0,nan,nan,SE,15,nan,ESE,0,7,93,48,1028.7,1024.9,nan,nan,7.7,18.1,No,0,No
21-05-2011,Albury,3.3,20.5,0,nan,nan,ESE,19,nan,ESE,0,9,85,50,1025.4,1020.7,nan,nan,8,19.6,No,0,No
22-05-2011,Albury,5.8,22,0,nan,nan,ENE,46,nan,NE,0,20,94,53,1017,1009.3,6,6,10.2,20.4,No,17.4,Yes
23-05-2011,Albury,10.2,15,17.4,nan,nan,WNW,44,NNE,WNW,19,20,88,85,1002.9,1000.5,8,8,13.2,14,Yes,3.6,Yes
24-05-2011,Albury,8.9,15.6,3.6,nan,nan,WNW,26,WSW,WNW,15,7,85,65,1007.8,1008.2,8,8,10,14.8,Yes,0,No
25-05-2011,Albury,3.1,14.7,0,nan,nan,SE,30,S,SE,11,17,74,47,1017.3,1016.1,nan,nan,7.3,14.3,No,0,No
26-05-2011,Albury,1.3,14.9,0,nan,nan,WSW,26,nan,WSW,0,20,75,52,1020.5,1018.6,nan,nan,6.6,13.6,No,0,No
27-05-2011,Albury,1.9,13.8,0,nan,nan,W,17,NE,WSW,2,11,99,65,1021.9,1020.6,7,1,6.1,12.8,No,0,No
28-05-2011,Albury,2.6,13.9,0,nan,nan,WSW,15,nan,WSW,0,11,99,72,1025.4,1023.5,nan,nan,6.1,13,No,0,No
29-05-2011,Albury,2.5,14.8,0,nan,nan,SSE,11,WSW,nan,4,0,99,63,1026.5,1023.4,nan,nan,4.7,14.1,No,0,No
30-05-2011,Albury,3.6,15.9,0,nan,nan,SSE,26,nan,ESE,0,11,76,51,1025.9,1023.2,nan,nan,8.7,15.8,No,0,No
31-05-2011,Albury,2.8,19.4,0,nan,nan,SE,22,nan,SE,0,9,73,48,1024.8,1022,nan,nan,8,19.2,No,0,No
01-06-2011,Albury,3.1,19.8,0,nan,nan,NE,17,nan,NE,0,11,86,53,1028,1025.1,nan,nan,8.8,19.1,No,0,No
02-06-2011,Albury,2.9,17.6,0,nan,nan,N,15,NNW,SSE,7,9,99,58,1027.8,1023.4,7,nan,7.7,17.3,No,0,No
03-06-2011,Albury,4.3,18.3,0,nan,nan,NW,20,ENE,NW,6,11,97,57,1020.6,1016.4,8,nan,8.5,17.4,No,8.8,Yes
04-06-2011,Albury,8.5,14.8,8.8,nan,nan,W,24,W,WNW,9,11,95,72,1016.3,1015.6,8,1,10.9,13.8,Yes,0,No
05-06-2011,Albury,2.2,12,0,nan,nan,N,28,nan,N,0,15,98,75,1018.7,1014.7,8,2,6.7,11.5,No,2,Yes
06-06-2011,Albury,4.9,12.8,2,nan,nan,WSW,26,W,WNW,9,15,77,50,1017.9,1018,nan,nan,6.8,12.4,Yes,0,No
07-06-2011,Albury,-0.5,9.8,0,nan,nan,SW,52,S,NW,4,13,97,79,1019.3,1014.3,8,nan,3.1,9,No,2.6,Yes
08-06-2011,Albury,1.5,10.2,2.6,nan,nan,WNW,37,WNW,W,13,22,89,63,1019.2,1017.3,8,8,3,9.7,Yes,0,No
09-06-2011,Albury,2.9,14.6,0,nan,nan,WSW,33,W,SSW,13,17,89,51,1018.1,1016.2,7,nan,7.2,13.7,No,0,No
10-06-2011,Albury,-1.1,14,0,nan,nan,SSE,20,nan,SSE,0,13,85,46,1021.3,1021.7,nan,nan,4.3,13.9,No,0,No
11-06-2011,Albury,-1.4,13.9,0,nan,nan,SSE,26,nan,SSE,0,17,82,50,1028.7,1026.6,nan,nan,3.5,13.7,No,0.2,No
12-06-2011,Albury,1,16.1,0.2,nan,nan,SE,28,nan,SSE,0,17,76,49,1029.1,1026,nan,nan,7.6,16,No,0,No
13-06-2011,Albury,-0.3,15.9,0,nan,nan,SSE,20,nan,ESE,0,11,91,41,1027.3,1024.5,nan,nan,4.3,15.7,No,0,No
14-06-2011,Albury,1.7,16.7,0,nan,nan,SSE,35,NNE,SSE,7,19,78,45,1025.3,1023.7,nan,nan,8.2,16.5,No,0,No
15-06-2011,Albury,0.5,16.9,0,nan,nan,S,15,E,S,2,7,82,48,1027,1024.7,nan,nan,5.8,16.8,No,0,No
16-06-2011,Albury,1,16.1,0,nan,nan,ESE,46,nan,E,0,6,89,52,1023.6,1018.4,nan,nan,4.8,16,No,1,No
17-06-2011,Albury,3,12.6,1,nan,nan,WNW,35,NW,W,11,15,92,68,1010.6,1010.1,8,nan,7.5,11.5,No,0.2,No
18-06-2011,Albury,5.7,12.5,0.2,nan,nan,NW,28,WNW,WNW,13,11,91,85,1015.1,1014.5,8,8,7.9,11.1,No,0,No
19-06-2011,Albury,3.3,11.8,0,nan,nan,NW,20,nan,NNE,0,7,99,92,1017.7,1015.2,8,8,7.6,11.4,No,3.6,Yes
20-06-2011,Albury,7.6,14.6,3.6,nan,nan,N,46,NNE,NNE,6,19,86,67,1015.4,1010.8,7,8,10.4,14.1,Yes,10.6,Yes
21-06-2011,Albury,6.6,11.6,10.6,nan,nan,NNW,65,NW,WNW,11,28,93,58,1002,1003.9,8,2,6.8,10.3,Yes,0.6,No
22-06-2011,Albury,5.9,11.1,0.6,nan,nan,NW,43,WNW,NW,19,19,93,69,1013.3,1013.6,8,8,6.3,10.4,No,3.4,Yes
23-06-2011,Albury,6.2,14.2,3.4,nan,nan,W,43,W,W,19,17,85,70,1020.2,1020.9,8,nan,11,13.3,Yes,0,No
24-06-2011,Albury,2.9,13.1,0,nan,nan,WNW,15,NE,S,6,7,99,87,1028.3,1027.8,nan,nan,6.4,11.9,No,0.4,No
25-06-2011,Albury,5.5,15.5,0.4,nan,nan,SE,13,SSE,S,7,6,99,65,1031,1028.1,8,nan,8,14.8,No,0,No
26-06-2011,Albury,3.2,15.7,0,nan,nan,NE,24,NE,NNW,6,13,99,55,1029.2,1025.1,8,nan,5.7,14.6,No,0,No
27-06-2011,Albury,0.9,16.4,0,nan,nan,NNE,13,nan,nan,0,0,99,47,1030.5,1028.7,nan,nan,4.3,16.2,No,0,No
28-06-2011,Albury,-0.2,15.2,0,nan,nan,SSE,15,nan,ESE,0,7,98,52,1035.7,1032.6,nan,nan,3.6,15.2,No,0,No
29-06-2011,Albury,0.9,16.6,0,nan,nan,ENE,17,nan,ESE,0,6,81,50,1037.4,1035.1,nan,nan,5.6,16.1,No,0,No
30-06-2011,Albury,0.3,15.2,0,nan,nan,SE,20,nan,SE,0,9,92,53,1038.9,1034.2,nan,nan,5.4,15.1,No,0,No
01-07-2011,Albury,0.3,14.1,0,nan,nan,E,13,SE,SE,2,4,99,59,1033.6,1028.7,8,nan,3.9,13.8,No,0,No
02-07-2011,Albury,0.2,15.2,0,nan,nan,N,20,E,SE,4,9,99,63,1026.7,1020.9,7,nan,3.7,14.5,No,0,No
03-07-2011,Albury,2.9,14.8,0,nan,nan,SE,48,ESE,S,6,7,98,80,1018.7,1014.3,8,7,6.3,12.8,No,15.4,Yes
04-07-2011,Albury,6.3,14.8,15.4,nan,nan,W,69,N,NW,7,35,85,54,1013.2,1009.1,6,6,10.7,14.1,Yes,3.8,Yes
05-07-2011,Albury,6.9,11.2,3.8,nan,nan,WNW,59,NW,WNW,26,28,84,73,1010.1,1008.8,8,nan,7.8,10.6,Yes,1.2,Yes
06-07-2011,Albury,7,10.8,1.2,nan,nan,NW,61,NW,NNW,17,19,94,87,1010.8,1007.7,8,8,7.9,10,Yes,4.4,Yes
07-07-2011,Albury,6.8,11.2,4.4,nan,nan,WNW,52,WNW,W,15,24,85,54,1013.9,1018.3,2,1,7.5,10.6,Yes,0,No
08-07-2011,Albury,-0.5,8.3,0,nan,nan,WNW,28,nan,W,0,15,93,64,1026,1024.7,nan,8,4.3,8,No,4.2,Yes
09-07-2011,Albury,4.3,9.2,4.2,nan,nan,WNW,28,WNW,WNW,13,19,94,87,1022.2,1021.1,8,8,7.4,8.1,Yes,0,No
10-07-2011,Albury,6.4,11,0,nan,nan,WNW,46,NNW,WNW,19,28,78,68,1017.7,1012.6,8,8,7,10.5,No,6.6,Yes
11-07-2011,Albury,4.7,11.8,6.6,nan,nan,W,30,WNW,W,15,19,85,64,1022.2,1022.7,6,8,5.7,11.2,Yes,0,No
12-07-2011,Albury,5.7,10.5,0,nan,nan,NW,28,nan,NW,0,19,83,64,1025.4,1023.4,8,7,7.7,9.8,No,0,No
13-07-2011,Albury,7.1,9.8,0,nan,nan,W,30,WNW,WNW,15,17,91,88,1021.6,1020.1,7,nan,7.2,8.7,No,4,Yes
14-07-2011,Albury,-0.3,12.6,4,nan,nan,SW,15,S,ENE,6,2,99,65,1029.3,1029.7,8,nan,4,10.7,Yes,0,No
15-07-2011,Albury,-1.6,12.1,0,nan,nan,E,17,nan,E,0,7,95,46,1036.6,1033.3,nan,nan,2.6,12,No,0,No
16-07-2011,Albury,0.2,14.1,0,nan,nan,SE,20,nan,E,0,9,78,56,1031.3,1026.3,nan,5,5.3,13.7,No,0,No
17-07-2011,Albury,5.3,11.1,0,nan,nan,W,31,SE,SSE,7,9,86,95,1024,1021.2,8,8,8.4,9.5,No,8.8,Yes
18-07-2011,Albury,8.4,11,8.8,nan,nan,WNW,33,W,N,17,7,92,85,1018.8,1018.3,8,8,8.6,8.6,Yes,1.8,Yes
19-07-2011,Albury,0.4,14.5,1.8,nan,nan,WSW,13,NW,nan,4,0,99,66,1020.4,1017.8,nan,nan,3.4,14,Yes,0.2,No
20-07-2011,Albury,0.3,16.7,0.2,nan,nan,SE,33,SE,SE,2,19,99,54,1021.5,1020.2,1,5,3.6,15.8,No,0,No
21-07-2011,Albury,3.5,17.2,0,nan,nan,SE,26,NW,S,4,11,75,46,1022.2,1020,nan,4,8.8,16.8,No,0,No
22-07-2011,Albury,6.9,15.6,0,nan,nan,SSE,33,SE,SSE,17,15,56,45,1023.5,1021.4,nan,nan,12.5,15.3,No,0,No
23-07-2011,Albury,0.1,14.6,0,nan,nan,W,19,nan,W,0,11,72,45,1024.7,1021.6,nan,nan,5.8,14.3,No,0.2,No
24-07-2011,Albury,1.6,9.3,0.2,nan,nan,E,19,nan,E,0,11,93,81,1021,1018.2,nan,8,5.5,8.9,No,16.2,Yes
25-07-2011,Albury,5.5,13.2,16.2,nan,nan,NW,26,SE,NW,9,11,99,80,1016.6,1015.8,8,nan,8,12.2,Yes,2.2,Yes
26-07-2011,Albury,4.1,14.1,2.2,nan,nan,WNW,28,NE,S,2,11,99,63,1022.3,1022,nan,nan,7,12.6,Yes,0,No
27-07-2011,Albury,0.5,14.5,0,nan,nan,NNW,15,nan,NW,0,7,99,49,1030.1,1028.8,nan,nan,4.3,14.2,No,0,No
28-07-2011,Albury,0.2,13.1,0,nan,nan,SE,41,ESE,S,6,6,99,59,1031,1027.6,nan,nan,2.9,12.6,No,0,No
29-07-2011,Albury,-1.4,14.7,0,nan,nan,E,17,NW,ESE,2,9,92,52,1028.9,1024.7,nan,nan,3.6,14.1,No,0.2,No
30-07-2011,Albury,0.6,16.1,0.2,nan,nan,SE,19,WNW,SSE,2,13,89,54,1024.6,1020,nan,nan,4.9,15.8,No,1,No
31-07-2011,Albury,4.9,14.7,1,nan,nan,E,20,NNE,ENE,2,15,96,76,1021.7,1019.8,nan,nan,8.8,13.8,No,0,No
01-08-2011,Albury,3.4,19,0,nan,nan,NE,20,nan,NNE,0,11,92,55,1021.6,1018.5,nan,nan,8.7,18.9,No,0,No
02-08-2011,Albury,6.5,20.6,0,nan,nan,ENE,26,nan,NE,0,13,90,44,1022.2,1018,nan,nan,10.7,19.5,No,0.2,No
03-08-2011,Albury,3.9,21.5,0.2,nan,nan,NNE,28,nan,NE,0,15,92,43,1022.2,1019.9,nan,nan,9,21.3,No,0,No
04-08-2011,Albury,7.1,22.9,0,nan,nan,NNE,35,ESE,N,7,24,64,37,1024,1021.4,nan,nan,14.7,22.7,No,0,No
05-08-2011,Albury,5.6,20.7,0,nan,nan,ESE,44,SE,NNE,7,24,65,42,1023,1018.1,nan,nan,13.9,20.3,No,14.6,Yes
06-08-2011,Albury,9.9,12.9,14.6,nan,nan,WSW,30,SE,ESE,7,6,99,92,1019.4,1014.8,8,nan,10.3,12.4,Yes,4.2,Yes
07-08-2011,Albury,5.3,11.1,4.2,nan,nan,WNW,28,WNW,SSW,9,7,96,84,1016.4,1013.2,nan,nan,7.6,9.6,Yes,8.2,Yes
08-08-2011,Albury,7.1,12.3,8.2,nan,nan,WSW,24,S,W,6,13,95,76,1011.9,1009.5,7,nan,7.6,9.7,Yes,1.2,Yes
09-08-2011,Albury,3.1,10.1,1.2,nan,nan,W,24,ENE,WNW,2,13,89,76,1010.2,1008.4,nan,7,6.3,9.9,Yes,3.6,Yes
10-08-2011,Albury,6.3,10.9,3.6,nan,nan,WNW,19,N,W,4,13,89,83,1009.3,1006.9,nan,nan,8.9,10.4,Yes,2.8,Yes
11-08-2011,Albury,3.4,16.8,2.8,nan,nan,SSE,37,SE,SE,4,22,84,50,1012,1012.3,nan,nan,7.4,16.7,Yes,0,No
12-08-2011,Albury,1.6,16.3,0,nan,nan,SW,24,SSE,W,4,15,74,43,1020.7,1019.5,nan,nan,6.9,16.2,No,0,No
13-08-2011,Albury,0.7,13.4,0,nan,nan,ESE,13,nan,E,0,7,91,65,1025,1023.1,nan,nan,5.8,13,No,0,No
14-08-2011,Albury,4.3,17.3,0,nan,nan,SSE,22,nan,NNW,0,4,88,50,1027.1,1024,nan,nan,8.2,16.3,No,1.2,Yes
15-08-2011,Albury,3.9,13.8,1.2,nan,nan,ENE,15,SE,ESE,6,7,86,73,1025.6,1021.7,nan,nan,9.3,13.3,Yes,0.2,No
16-08-2011,Albury,9,19.4,0.2,nan,nan,NE,24,nan,NNE,0,13,80,45,1020.8,1016.2,nan,nan,11.8,18.7,No,5.6,Yes
17-08-2011,Albury,7.1,12.6,5.6,nan,nan,NE,44,SE,NE,4,28,95,91,1011.8,1005.7,nan,nan,10.4,11.8,Yes,30.8,Yes
18-08-2011,Albury,7.4,10.8,30.8,nan,nan,WNW,35,WNW,WNW,19,15,90,91,1010.7,1010.2,nan,nan,7.5,9.6,Yes,0.8,No
19-08-2011,Albury,6.9,19.3,0.8,nan,nan,SE,28,SSE,SE,11,19,88,49,1021,1020.7,nan,nan,8.2,19.1,No,0,No
20-08-2011,Albury,3.2,17.3,0,nan,nan,SE,22,SE,SSE,7,9,62,32,1031.5,1030.4,nan,nan,11.2,16.6,No,0,No
21-08-2011,Albury,2.1,18,0,nan,nan,SW,20,ESE,SW,6,11,79,46,1037.3,1034.6,nan,nan,8.9,17.4,No,0,No
22-08-2011,Albury,1.8,17.7,0,nan,nan,WSW,22,NNE,NW,6,7,79,47,1039.9,1036,nan,nan,8.8,17.1,No,0,No
23-08-2011,Albury,2.5,16.9,0,nan,nan,S,17,E,NNE,7,9,99,56,1037.3,1032.6,nan,nan,6.4,16.1,No,0,No
24-08-2011,Albury,2.4,17.5,0,nan,nan,ENE,17,ESE,SE,11,6,99,56,1031.4,1026.7,nan,nan,6.6,16.8,No,0,No
25-08-2011,Albury,2.5,20.7,0,nan,nan,N,31,SSE,N,7,19,99,48,1025.6,1020.6,nan,nan,7.2,20.2,No,0,No
26-08-2011,Albury,1.9,16.6,0,nan,nan,WNW,24,S,W,6,13,99,36,1025.6,1023.2,8,nan,6.5,16.4,No,0,No
27-08-2011,Albury,0.8,16.8,0,nan,nan,WSW,31,ESE,W,2,17,71,42,1023.7,1019.9,nan,nan,8.2,16.4,No,0,No
28-08-2011,Albury,0.4,16.2,0,nan,nan,WSW,24,nan,WNW,0,7,72,44,1022.8,1018.7,nan,2,7.3,15.8,No,0,No
29-08-2011,Albury,1.4,15.9,0,nan,nan,W,26,W,WNW,2,19,80,59,1019.2,1018.2,nan,8,8.2,15.6,No,0,No
30-08-2011,Albury,0.6,15.7,0,nan,nan,WNW,20,nan,NNW,0,7,99,47,1024.3,1022.1,nan,nan,5.4,15,No,0,No
31-08-2011,Albury,0.4,15.8,0,nan,nan,WNW,26,SE,WSW,6,19,87,56,1025.4,1023.2,nan,nan,6.5,15.6,No,0,No
